t,sigma,chi_magnitude,chi_deviation_from_1
11.0,0.5200000000000001,0.9888689357697433,0.011131064230256671
11.0,0.5300000000000001,0.983349932575341,0.01665006742465902
11.0,0.5400000000000001,0.9778617073444632,0.022138292655536795
11.0,0.5500000000000002,0.9724040805197377,0.0275959194802623
11.0,0.5600000000000002,0.9669768736786502,0.03302312632134985
11.0,0.5700000000000002,0.9615799095257613,0.038420090474238666
11.0,0.5800000000000002,0.956213011884981,0.04378698811501902
11.0,0.5900000000000002,0.9508760056918982,0.04912399430810177
11.0,0.6000000000000002,0.9455687169861677,0.054431283013832266
11.0,0.6100000000000002,0.9402909729039512,0.05970902709604875
11.0,0.6200000000000002,0.935042601670415,0.06495739832958503
11.0,0.6300000000000002,0.9298234325922806,0.07017656740771938
11.0,0.6400000000000002,0.9246332960504317,0.07536670394956835
11.0,0.6500000000000002,0.9194720234925727,0.08052797650742727
11.0,0.6600000000000003,0.9143394474259431,0.08566055257405691
11.0,0.6700000000000003,0.9092354014100824,0.09076459858991759
11.0,0.6800000000000003,0.9041597200496496,0.09584027995035038
11.0,0.6900000000000003,0.8991122389872941,0.10088776101270591
11.0,0.7000000000000003,0.8940927948965781,0.10590720510342189
11.5,0.3,1.1284454732882918,0.1284454732882918
11.5,0.31,1.1216468564731785,0.12164685647317852
11.5,0.32,1.1148893601480034,0.11488936014800344
11.5,0.33,1.108172726249735,0.10817272624973495
11.5,0.34,1.1014966984385703,0.10149669843857034
11.5,0.35000000000000003,1.0948610220856274,0.09486102208562741
11.5,0.36000000000000004,1.0882654442607311,0.08826544426073113
11.5,0.37000000000000005,1.0817097137202916,0.08170971372029157
11.5,0.38000000000000006,1.0751935808952728,0.07519358089527284
11.5,0.39000000000000007,1.0687167978792553,0.06871679787925533
11.5,0.4000000000000001,1.0622791184165854,0.0622791184165854
11.5,0.4100000000000001,1.0558802978906168,0.05588029789061677
11.5,0.4200000000000001,1.0495200933120392,0.049520093312039215
11.5,0.4300000000000001,1.043198263307296,0.043198263307296036
11.5,0.4400000000000001,1.036914568107089,0.03691456810708904
11.5,0.4500000000000001,1.0306687695349699,0.030668769534969886
11.5,0.46000000000000013,1.0244606309960176,0.024460630996017585
11.5,0.47000000000000014,1.0182899174656015,0.01828991746560149
11.5,0.48000000000000015,1.0121563954782284,0.012156395478228443
11.5,0.49000000000000016,1.0060598331164745,0.006059833116474511
11.5,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
11.5,0.5100000000000001,0.993976667274646,0.006023332725354047
11.5,0.5200000000000001,0.9879896076016149,0.012010392398385084
11.5,0.5300000000000001,0.982038595146731,0.017961404853269025
11.5,0.5400000000000001,0.9761234055697815,0.0238765944302185
11.5,0.5500000000000002,0.9702438160139387,0.02975618398606128
11.5,0.5600000000000002,0.9643996050952611,0.035600394904738875
11.5,0.5700000000000002,0.958590552892273,0.04140944710772698
11.5,0.5800000000000002,0.9528164409356227,0.04718355906437732
11.5,0.5900000000000002,0.9470770521978185,0.05292294780218154
11.5,0.6000000000000002,0.9413721710830409,0.05862782891695906
11.5,0.6100000000000002,0.9357015834170325,0.06429841658296753
11.5,0.6200000000000002,0.9300650764370616,0.0699349235629384
11.5,0.6300000000000002,0.9244624387819631,0.0755375612180369
11.5,0.6400000000000002,0.9188934604822531,0.08110653951774693
11.5,0.6500000000000002,0.9133579329503168,0.08664206704968325
11.5,0.6600000000000003,0.9078556489706711,0.09214435102932894
11.5,0.6700000000000003,0.902386402690299,0.09761359730970098
11.5,0.6800000000000003,0.896949989609057,0.10305001039094297
11.5,0.6900000000000003,0.8915462065701536,0.1084537934298464
11.5,0.7000000000000003,0.8861748517506994,0.11382514824930057
12.0,0.3,1.1380966369600165,0.1380966369600165
12.0,0.31,1.1307583669604762,0.13075836696047616
12.0,0.32,1.1234675614401555,0.12346756144015547
12.0,0.33,1.1162239046815847,0.11622390468158472
12.0,0.34,1.1090270831710693,0.10902708317106935
12.0,0.35000000000000003,1.1018767855824199,0.10187678558241986
12.0,0.36000000000000004,1.0947727027608118,0.09477270276081184
12.0,0.37000000000000005,1.0877145277067701,0.08771452770677013
12.0,0.38000000000000006,1.0807019555602764,0.08070195556027637
12.0,0.39000000000000007,1.0737346835850028,0.07373468358500279
12.0,0.4000000000000001,1.0668124111526658,0.06681241115266578
12.0,0.4100000000000001,1.0599348397275021,0.05993483972750213
12.0,0.4200000000000001,1.0531016728508664,0.05310167285086642
12.0,0.4300000000000001,1.046312616125946,0.04631261612594595
12.0,0.4400000000000001,1.039567377202597,0.039567377202597065
12.0,0.4500000000000001,1.032865665762296,0.032865665762296103
12.0,0.46000000000000013,1.026207193503209,0.026207193503209103
12.0,0.47000000000000014,1.0195916741253763,0.019591674125376324
12.0,0.48000000000000015,1.0130188233160116,0.013018823316011563
12.0,0.49000000000000016,1.006488358734915,0.006488358734914934
12.0,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
12.0,0.5100000000000001,0.9935534686729308,0.006446531327069183
12.0,0.5200000000000001,0.987148488244872,0.012851511755127998
12.0,0.5300000000000001,0.9807847841223472,0.019215215877652847
12.0,0.5400000000000001,0.9744620836132081,0.025537916386791926
12.0,0.5500000000000002,0.9681801159127116,0.03181988408728842
12.0,0.5600000000000002,0.9619386120897039,0.03806138791029612
12.0,0.5700000000000002,0.955737305072912,0.04426269492708801
12.0,0.5800000000000002,0.9495759296373405,0.0504240703626595
12.0,0.5900000000000002,0.9434542223907736,0.05654577760922641
12.0,0.6000000000000002,0.9373719217603808,0.06262807823961924
12.0,0.6100000000000002,0.9313287679794263,0.06867123202057368
12.0,0.6200000000000002,0.9253245030740805,0.07467549692591946
12.0,0.6300000000000002,0.9193588708503334,0.08064112914966659
12.0,0.6400000000000002,0.9134316168810083,0.08656838311899173
12.0,0.6500000000000002,0.9075424884928754,0.09245751150712456
12.0,0.6600000000000003,0.9016912347538659,0.09830876524613408
12.0,0.6700000000000003,0.8958776064603821,0.10412239353961794
12.0,0.6800000000000003,0.890101356124707,0.10989864387529302
12.0,0.6900000000000003,0.8843622379625099,0.1156377620374901
12.0,0.7000000000000003,0.8786600078804483,0.12133999211955171
12.5,0.3,1.1474309291618348,0.14743092916183476
12.5,0.31,1.1395670433129,0.13956704331289993
12.5,0.32,1.131757190196839,0.13175719019683907
12.5,0.33,1.1240009904125072,0.12400099041250723
12.5,0.34,1.116298067325979,0.11629806732597903
12.5,0.35000000000000003,1.1086480470494082,0.10864804704940823
12.5,0.36000000000000004,1.1010505584200592,0.10105055842005917
12.5,0.37000000000000005,1.0935052329795012,0.0935052329795012
12.5,0.38000000000000006,1.0860117049529745,0.0860117049529745
12.5,0.39000000000000007,1.0785696112289165,0.07856961122891648
12.5,0.4000000000000001,1.0711785913386551,0.07117859133865512
12.5,0.4100000000000001,1.0638382874362629,0.06383828743626285
12.5,0.4200000000000001,1.0565483442785712,0.05654834427857125
12.5,0.4300000000000001,1.049308409205345,0.04930840920534507
12.5,0.4400000000000001,1.0421181321196171,0.042118132119617124
12.5,0.4500000000000001,1.0349771654681752,0.0349771654681752
12.5,0.46000000000000013,1.027885164222209,0.027885164222209102
12.5,0.47000000000000014,1.02084178585811,0.02084178585811003
12.5,0.48000000000000015,1.013846690338422,0.013846690338422007
12.5,0.49000000000000016,1.0068995400929472,0.006899540092947243
12.5,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
12.5,0.5100000000000001,0.9931477373678108,0.006852262632189188
12.5,0.5200000000000001,0.9863424219160787,0.013657578083921318
12.5,0.5300000000000001,0.9795837257576689,0.020416274242331056
12.5,0.5400000000000001,0.9728713233804578,0.027128676619542214
12.5,0.5500000000000002,0.9662048916293209,0.03379510837067912
12.5,0.5600000000000002,0.9595841096882644,0.04041589031173565
12.5,0.5700000000000002,0.9530086590626989,0.04699134093730106
12.5,0.5800000000000002,0.9464782235618536,0.05352177643814637
12.5,0.5900000000000002,0.93999248928133,0.060007510718670054
12.5,0.6000000000000002,0.9335511445857938,0.0664488554142062
12.5,0.6100000000000002,0.9271538800918053,0.07284611990819467
12.5,0.6200000000000002,0.9208003886507844,0.0791996113492156
12.5,0.6300000000000002,0.9144903653321115,0.08550963466788852
12.5,0.6400000000000002,0.9082235074063623,0.09177649259363774
12.5,0.6500000000000002,0.9019995143286745,0.09800048567132547
12.5,0.6600000000000003,0.8958180877222481,0.10418191227775186
12.5,0.6700000000000003,0.889678931361974,0.11032106863802604
12.5,0.6800000000000003,0.8835817511581936,0.1164182488418064
12.5,0.6900000000000003,0.8775262551405868,0.1224737448594132
12.5,0.7000000000000003,0.8715121534421867,0.1284878465578133
13.0,0.3,1.1564708511672728,0.15647085116727277
13.0,0.31,1.148094505489657,0.14809450548965697
13.0,0.32,1.139778958185036,0.13977895818503594
13.0,0.33,1.131523760329535,0.13152376032953494
13.0,0.34,1.1233284664162568,0.12332846641625683
13.0,0.35000000000000003,1.1151926343282568,0.11519263432825677
13.0,0.36000000000000004,1.1071158253117388,0.1071158253117388
13.0,0.37000000000000005,1.099097603949474,0.09909760394947398
13.0,0.38000000000000006,1.0911375381344361,0.09113753813443615
13.0,0.39000000000000007,1.0832351990436557,0.08323519904365573
13.0,0.4000000000000001,1.075390161112288,0.07539016111228802
13.0,0.4100000000000001,1.067602002007895,0.0676020020078949
13.0,0.4200000000000001,1.059870302604937,0.059870302604936976
13.0,0.4300000000000001,1.0521946469594772,0.052194646959477176
13.0,0.4400000000000001,1.0445746222840901,0.04457462228409015
13.0,0.4500000000000001,1.0370098189229793,0.037009818922979276
13.0,0.46000000000000013,1.0294998303272964,0.029499830327296417
13.0,0.47000000000000014,1.0220442530306657,0.022044253030665706
13.0,0.48000000000000015,1.0146426866249072,0.014642686624907197
13.0,0.49000000000000016,1.0072947337359595,0.007294733735959458
13.0,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
13.0,0.5100000000000001,0.9927580940397612,0.00724190596023877
13.0,0.5200000000000001,0.9855686274410407,0.014431372558959321
13.0,0.5300000000000001,0.9784312147294032,0.021568785270596802
13.0,0.5400000000000001,0.9713454733470738,0.028654526652926227
13.0,0.5500000000000002,0.9643110236300201,0.03568897636997992
13.0,0.5600000000000002,0.957327488785222,0.042672511214778
13.0,0.5700000000000002,0.9503944948681273,0.049605505131872674
13.0,0.5800000000000002,0.9435116707602915,0.05648832923970848
13.0,0.5900000000000002,0.9366786481472005,0.06332135185279952
13.0,0.6000000000000002,0.9298950614962745,0.07010493850372546
13.0,0.6100000000000002,0.9231605480350519,0.07683945196494812
13.0,0.6200000000000002,0.9164747477295502,0.08352525227044982
13.0,0.6300000000000002,0.9098373032628049,0.09016269673719512
13.0,0.6400000000000002,0.9032478600135828,0.09675213998641718
13.0,0.6500000000000002,0.8967060660352694,0.10329393396473063
13.0,0.6600000000000003,0.8902115720349271,0.10978842796507293
13.0,0.6700000000000003,0.8837640313525265,0.11623596864747354
13.0,0.6800000000000003,0.8773630999403448,0.12263690005965522
13.0,0.6900000000000003,0.871008436342533,0.128991563657467
13.0,0.7000000000000003,0.8646997016748493,0.13530029832515067
13.5,0.3,1.1652365115025523,0.16523651150255225
13.5,0.31,1.1563600666144163,0.15636006661441626
13.5,0.32,1.147551359769317,0.147551359769317
13.5,0.33,1.1388098668793691,0.13880986687936914
13.5,0.34,1.13013506801247,0.13013506801247
13.5,0.35000000000000003,1.1215264473582758,0.12152644735827578
13.5,0.36000000000000004,1.1129834931944695,0.11298349319446954
13.5,0.37000000000000005,1.1045056978533132,0.1045056978533132
13.5,0.38000000000000006,1.0960925576884826,0.09609255768848257
13.5,0.39000000000000007,1.087743573042185,0.08774357304218494
13.5,0.4000000000000001,1.0794582482125534,0.07945824821255343
13.5,0.4100000000000001,1.0712360914213177,0.0712360914213177
13.5,0.4200000000000001,1.0630766147817496,0.06307661478174964
13.5,0.4300000000000001,1.0549793342668785,0.05497933426687851
13.5,0.4400000000000001,1.046943769677975,0.04694376967797509
13.5,0.4500000000000001,1.0389694446133035,0.03896944461330354
13.5,0.46000000000000013,1.0310558864371364,0.031055886437136415
13.5,0.47000000000000014,1.0232026262490308,0.0232026262490308
13.5,0.48000000000000015,1.0154091988533658,0.01540919885336578
13.5,0.49000000000000016,1.0076751427291362,0.007675142729136164
13.5,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
13.5,0.5100000000000001,0.9923833164045812,0.007616683595418783
13.5,0.5200000000000001,0.9848246412670215,0.015175358732978483
13.5,0.5300000000000001,0.9773235274677805,0.022676472532219494
13.5,0.5400000000000001,0.9698795314146824,0.030120468585317584
13.5,0.5500000000000002,0.9624922130142067,0.03750778698579327
13.5,0.5600000000000002,0.9551611356430207,0.04483886435697926
13.5,0.5700000000000002,0.9478858661197523,0.05211413388024766
13.5,0.5800000000000002,0.9406659746769996,0.05933402532300036
13.5,0.5900000000000002,0.9335010349335768,0.06649896506642317
13.5,0.6000000000000002,0.926390623866994,0.073609376133006
13.5,0.6100000000000002,0.9193343217861676,0.08066567821383241
13.5,0.6200000000000002,0.9123317123043608,0.08766828769563917
13.5,0.6300000000000002,0.9053823823123522,0.09461761768764776
13.5,0.6400000000000002,0.8984859219518286,0.10151407804817136
13.5,0.6500000000000002,0.8916419245890027,0.10835807541099729
13.5,0.6600000000000003,0.8848499867884515,0.1151500132115485
13.5,0.6700000000000003,0.8781097082871753,0.12189029171282473
13.5,0.6800000000000003,0.8714206919688735,0.1285793080311265
13.5,0.6900000000000003,0.8647825438384374,0.13521745616156255
13.5,0.7000000000000003,0.8581948729966564,0.14180512700334358
14.0,0.3,1.1737459588273986,0.17374595882739863
14.0,0.31,1.1643810546945952,0.16438105469459519
14.0,0.32,1.1550909819173585,0.15509098191735848
14.0,0.33,1.145875135803338,0.1458751358033381
14.0,0.34,1.1367329166459639,0.13673291664596388
14.0,0.35000000000000003,1.127663729682226,0.12766372968222606
14.0,0.36000000000000004,1.1186669850508222,0.11866698505082218
14.0,0.37000000000000005,1.1097420977506722,0.10974209775067223
14.0,0.38000000000000006,1.1008884875997922,0.10088848759979219
14.0,0.39000000000000007,1.0921055791945287,0.09210557919452866
14.0,0.4000000000000001,1.0833928018691483,0.08339280186914833
14.0,0.4100000000000001,1.0747495896557784,0.07474958965577838
14.0,0.4200000000000001,1.0661753812446972,0.06617538124469724
14.0,0.4300000000000001,1.057669619944971,0.05766961994497111
14.0,0.4400000000000001,1.049231753645433,0.049231753645432974
14.0,0.4500000000000001,1.0408612347760002,0.04086123477600023
14.0,0.46000000000000013,1.0325575202693318,0.032557520269331786
14.0,0.47000000000000014,1.0243200715228151,0.024320071522815123
14.0,0.48000000000000015,1.0161483543608874,0.01614835436088735
14.0,0.49000000000000016,1.0080418389976817,0.008041838997681738
14.0,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
14.0,0.5100000000000001,0.992022316250605,0.007977683749395004
14.0,0.5200000000000001,0.9841082709118353,0.01589172908816472
14.0,0.5300000000000001,0.9762573513895323,0.02374264861046771
14.0,0.5400000000000001,0.9684690492972831,0.03153095070271694
14.0,0.5500000000000002,0.9607428604209723,0.039257139579027656
14.0,0.5600000000000002,0.9530782846836429,0.04692171531635714
14.0,0.5700000000000002,0.9454748261106602,0.05452517388933975
14.0,0.5800000000000002,0.9379319927951801,0.062068007204819864
14.0,0.5900000000000002,0.9304492968639146,0.06955070313608536
14.0,0.6000000000000002,0.9230262544431962,0.07697374555680381
14.0,0.6100000000000002,0.9156623856253344,0.08433761437466558
14.0,0.6200000000000002,0.9083572144352657,0.09164278556473426
14.0,0.6300000000000002,0.901110268797491,0.09888973120250899
14.0,0.6400000000000002,0.8939210805032999,0.10607891949670012
14.0,0.6500000000000002,0.8867891851782786,0.11321081482172135
14.0,0.6600000000000003,0.8797141222500996,0.1202858777499004
14.0,0.6700000000000003,0.8726954349165892,0.12730456508341081
14.0,0.6800000000000003,0.8657326701140718,0.13426732988592815
14.0,0.6900000000000003,0.8588253784859882,0.14117462151401183
14.0,0.7000000000000003,0.851973114351784,0.14802688564821598
14.5,0.3,1.1820154583520448,0.1820154583520448
14.5,0.31,1.1721730796651664,0.17217307966516637
14.5,0.32,1.1624127614197977,0.16241276141979766
14.5,0.33,1.1527338130793043,0.15273381307930434
14.5,0.34,1.1431355500156657,0.1431355500156657
14.5,0.35000000000000003,1.1336172934577686,0.13361729345776863
14.5,0.36000000000000004,1.1241783704401669,0.12417837044016689
14.5,0.37000000000000005,1.1148181137522999,0.11481811375229989
14.5,0.38000000000000006,1.1055358618881674,0.10553586188816744
14.5,0.39000000000000007,1.096330958996457,0.09633095899645694
14.5,0.4000000000000001,1.0872027548311163,0.08720275483111628
14.5,0.4100000000000001,1.0781506047023717,0.07815060470237167
14.5,0.4200000000000001,1.0691738694281838,0.06917386942818382
14.5,0.4300000000000001,1.0602719152861402,0.060271915286140176
14.5,0.4400000000000001,1.0514441139657773,0.051444113965777305
14.5,0.4500000000000001,1.0426898425213307,0.04268984252133068
14.5,0.46000000000000013,1.0340084833249095,0.034008483324909466
14.5,0.47000000000000014,1.0253994240200877,0.025399424020087658
14.5,0.48000000000000015,1.0168620574759137,0.01686205747591374
14.5,0.49000000000000016,1.0083957817413298,0.008395781741329822
14.5,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
14.5,0.5100000000000001,0.9916741205255422,0.008325879474457842
14.5,0.5200000000000001,0.9834175566371612,0.01658244336283876
14.5,0.5300000000000001,0.975229726655678,0.024770273344322025
14.5,0.5400000000000001,0.9671100538599513,0.0328899461400487
14.5,0.5500000000000002,0.9590579664436909,0.0409420335563091
14.5,0.5600000000000002,0.9510728974726546,0.048927102527345445
14.5,0.5700000000000002,0.9431542848422287,0.05684571515777126
14.5,0.5800000000000002,0.9353015712353878,0.06469842876461218
14.5,0.5900000000000002,0.9275142040810285,0.07248579591897153
14.5,0.6000000000000002,0.9197916355126764,0.0802083644873236
14.5,0.6100000000000002,0.9121333223275614,0.08786667767243861
14.5,0.6200000000000002,0.9045387259460577,0.09546127405394234
14.5,0.6300000000000002,0.8970073123714858,0.10299268762851421
14.5,0.6400000000000002,0.8895385521502734,0.11046144784972656
14.5,0.6500000000000002,0.8821319203324709,0.1178680796675291
14.5,0.6600000000000003,0.8747868964326195,0.12521310356738047
14.5,0.6700000000000003,0.8675029643909673,0.1324970356090327
14.5,0.6800000000000003,0.8602796125350318,0.13972038746496818
14.5,0.6900000000000003,0.8531163335415038,0.14688366645849615
14.5,0.7000000000000003,0.8460126243984919,0.1539873756015081
15.0,0.3,1.1900597229742007,0.1900597229742007
15.0,0.31,1.1797502566035376,0.1797502566035376
15.0,0.32,1.1695301998124585,0.16953019981245854
15.0,0.33,1.159398771178368,0.15939877117836798
15.0,0.34,1.149355196204156,0.14935519620415594
15.0,0.35000000000000003,1.1393987072556409,0.13939870725564085
15.0,0.36000000000000004,1.12952854349959,0.1295285434995901
15.0,0.37000000000000005,1.119743950842315,0.11974395084231504
15.0,0.38000000000000006,1.1100441818688302,0.11004418186883025
15.0,0.39000000000000007,1.1004284957825754,0.1004284957825754
15.0,0.4000000000000001,1.0908961583456953,0.09089615834569531
15.0,0.4100000000000001,1.0814464418198677,0.08144644181986771
15.0,0.4200000000000001,1.0720786249076795,0.07207862490767947
15.0,0.4300000000000001,1.0627919926945428,0.06279199269454283
15.0,0.4400000000000001,1.0535858365911464,0.05358583659114635
15.0,0.4500000000000001,1.0444594542764376,0.044459454276437604
15.0,0.46000000000000013,1.0354121496411302,0.03541214964113015
15.0,0.47000000000000014,1.026443232731733,0.02644323273173299
15.0,0.48000000000000015,1.0175520196950931,0.017552019695093124
15.0,0.49000000000000016,1.0087378327234509,0.008737832723450856
15.0,0.5000000000000001,0.9999999999999999,1.1102230246251565e-16
15.0,0.5100000000000001,0.9913378556449498,0.008662144355050194
15.0,0.5200000000000001,0.9827507396620835,0.017249260337916517
15.0,0.5300000000000001,0.9742379978858077,0.02576200211419233
15.0,0.5400000000000001,0.9657989819286898,0.03420101807131015
15.0,0.5500000000000002,0.9574330491294776,0.042566950870522424
15.0,0.5600000000000002,0.949139562501597,0.050860437498402966
15.0,0.5700000000000002,0.9409178906821232,0.05908210931787683
15.0,0.5800000000000002,0.9327674078812208,0.06723259211877919
15.0,0.5900000000000002,0.9246874938320486,0.07531250616795138
15.0,0.6000000000000002,0.916677533741125,0.08332246625887496
15.0,0.6100000000000002,0.9087369182391488,0.09126308176085118
15.0,0.6200000000000002,0.9008650433322717,0.09913495666772831
15.0,0.6300000000000002,0.8930613103538185,0.10693868964618147
15.0,0.6400000000000002,0.8853251259164506,0.11467487408354937
15.0,0.6500000000000002,0.8776559018647676,0.1223440981352324
15.0,0.6600000000000003,0.8700530552283449,0.12994694477165514
15.0,0.6700000000000003,0.8625160081752014,0.13748399182479865
15.0,0.6800000000000003,0.8550441879656943,0.14495581203430574
15.0,0.6900000000000003,0.8476370269068362,0.15236297309316382
15.0,0.7000000000000003,0.8402939623070319,0.1597060376929681
15.5,0.3,1.1978921078071674,0.19789210780716737
15.5,0.31,1.1871253935220176,0.18712539352201762
15.5,0.32,1.1764555441264766,0.17645554412647657
15.5,0.33,1.1658816824643468,0.16588168246434676
15.5,0.34,1.1554029394166543,0.15540293941665428
15.5,0.35000000000000003,1.145018453826802,0.145018453826802
15.5,0.36000000000000004,1.1347273724264324,0.1347273724264324
15.5,0.37000000000000005,1.1245288497619945,0.12452884976199452
15.5,0.38000000000000006,1.1144220481220084,0.1144220481220084
15.5,0.39000000000000007,1.1044061374650191,0.10440613746501914
