t,sigma,chi_magnitude,chi_deviation_from_1
32.935062,0.49000000000000016,1.0167042041142034,0.01670420411420337
32.935062,0.5000000000000001,0.9999999999999998,2.220446049250313e-16
32.935062,0.5100000000000001,0.9835702419183392,0.016429758081660806
32.935062,0.5200000000000001,0.9674104198952409,0.0325895801047591
32.935062,0.5300000000000001,0.9515160980984751,0.04848390190152485
32.935062,0.5400000000000001,0.9358829136179875,0.06411708638201252
32.935062,0.5500000000000002,0.9205065752664009,0.0794934247335991
32.935062,0.5600000000000002,0.9053828623992625,0.09461713760073753
32.935062,0.5700000000000002,0.8905076237547123,0.10949237624528774
32.935062,0.5800000000000002,0.875876776312252,0.12412322368774797
32.935062,0.5900000000000002,0.8614863041702993,0.13851369582970074
32.935062,0.6000000000000002,0.8473322574422195,0.15266774255778048
32.935062,0.6100000000000002,0.8334107511705282,0.1665892488294718
32.935062,0.6200000000000002,0.8197179642589674,0.18028203574103263
32.935062,0.6300000000000002,0.8062501384221585,0.19374986157784146
32.935062,0.6400000000000002,0.7930035771525454,0.20699642284745456
32.935062,0.6500000000000002,0.7799746447043394,0.22002535529566059
32.935062,0.6600000000000003,0.767159765094189,0.23284023490581096
32.935062,0.6700000000000003,0.7545554211182974,0.24544457888170257
32.935062,0.6800000000000003,0.7421581533857162,0.2578418466142838
32.935062,0.6900000000000003,0.7299645593675507,0.27003544063244933
32.935062,0.7000000000000003,0.7179712924618129,0.2820287075381871
37.586178,0.3,1.4301036246753318,0.4301036246753318
37.586178,0.31,1.4047501723451081,0.40475017234510813
37.586178,0.32,1.3798462147771204,0.37984621477712044
37.586178,0.33,1.3553837815297953,0.35538378152979533
37.586178,0.34,1.3313550435332797,0.3313550435332797
37.586178,0.35000000000000003,1.3077523105809237,0.30775231058092367
37.586178,0.36000000000000004,1.2845680288652979,0.28456802886529786
37.586178,0.37000000000000005,1.2617947785579553,0.2617947785579553
37.586178,0.38000000000000006,1.2394252714321572,0.2394252714321572
37.586178,0.39000000000000007,1.2174523485278046,0.2174523485278046
37.586178,0.4000000000000001,1.195868977857822,0.19586897785782198
37.586178,0.4100000000000001,1.1746682521552578,0.17466825215525783
37.586178,0.4200000000000001,1.1538433866603797,0.15384338666037967
37.586178,0.4300000000000001,1.1333877169470519,0.13338771694705187
37.586178,0.4400000000000001,1.1132946967876993,0.11329469678769932
37.586178,0.4500000000000001,1.0935578960561714,0.09355789605617137
37.586178,0.46000000000000013,1.0741709986678323,0.07417099866783228
37.586178,0.47000000000000014,1.0551278005562175,0.055127800556217466
37.586178,0.48000000000000015,1.0364222076856073,0.03642220768560733
37.586178,0.49000000000000016,1.0180482340988768,0.018048234098876792
37.586178,0.5000000000000001,0.9999999999999998,2.220446049250313e-16
37.586178,0.5100000000000001,0.9822717298705864,0.01772827012941358
37.586178,0.5200000000000001,0.9648577506198552,0.03514224938014476
37.586178,0.5300000000000001,0.9477524897674414,0.05224751023255858
37.586178,0.5400000000000001,0.9309504736584601,0.06904952634153994
37.586178,0.5500000000000002,0.9144463257102519,0.08555367428974814
37.586178,0.5600000000000002,0.8982347646902474,0.10176523530975257
37.586178,0.5700000000000002,0.8823106030243985,0.11768939697560155
37.586178,0.5800000000000002,0.8666687451356324,0.1333312548643676
37.586178,0.5900000000000002,0.851304185811798,0.148695814188202
37.586178,0.6000000000000002,0.8362120086025766,0.1637879913974234
37.586178,0.6100000000000002,0.8213873842448473,0.17861261575515275
37.586178,0.6200000000000002,0.8068255691159972,0.19317443088400277
37.586178,0.6300000000000002,0.7925219037146846,0.20747809628531544
37.586178,0.6400000000000002,0.7784718111685631,0.22152818883143688
37.586178,0.6500000000000002,0.7646707957684924,0.2353292042315076
37.586178,0.6600000000000003,0.7511144415287616,0.2488855584712384
37.586178,0.6700000000000003,0.7377984107728653,0.26220158922713466
37.586178,0.6800000000000003,0.7247184427443781,0.27528155725562187
37.586178,0.6900000000000003,0.7118703522424821,0.2881296477575179
37.586178,0.7000000000000003,0.6992500282817083,0.30074997171829165
